For,5,1,1,0,18,30
Nov,2,1,1,0,40,1
11-25,8,1,0,0,134,139
from,5,1,0,0,29,54
the,7,1,0,0,3,3
U.S.,2,1,1,0,111,87
Gulf,2,1,1,0,148,133
or,10,1,0,0,116,30
Nov,2,1,1,0,40,1
26,8,1,0,0,1,162
-,9,1,0,0,44,42
Dec,2,1,1,0,28,1
10,8,1,0,0,93,111
from,5,1,0,0,29,54
PNW,2,1,1,1,1,1
it,6,1,0,0,47,46
paid,1,1,0,0,41,27
$,9,1,0,0,129,105
0.8584,8,1,0,0,1,1
per,5,1,0,0,52,8
bushel,2,1,0,0,58,80
over,5,1,0,0,110,8
CBOT,2,1,1,1,1,64
January,2,1,1,0,114,53
soybeans,2,1,0,0,50,40
and,10,1,0,0,9,10
for,5,1,0,0,18,30
Dec,2,1,1,0,28,1
6-20,8,1,0,0,120,140
or,10,1,0,0,116,30
Dec,2,1,1,0,28,1
21,8,1,0,0,160,160
-,9,1,0,0,44,42
Jan,2,1,1,0,114,15
it,6,1,0,0,47,46
paid,1,1,0,0,41,27
$,9,1,0,0,129,105
.8787,8,1,0,0,1,1
over,5,1,0,0,110,8
CBOT,2,1,1,1,1,64
January,2,1,1,0,114,53
.,9,1,0,0,5,5
