Belgium,2,1,1,0,17,127
's,10,1,0,0,32,35
Kredietbank,2,1,1,0,1,119
has,1,1,0,0,19,21
approved,1,1,0,0,161,6
a,7,1,0,0,10,16
$,9,1,0,0,129,105
6.5,8,1,0,0,1,1
million,8,1,0,0,33,7
loan,2,1,0,0,59,15
to,10,1,0,0,7,12
India,2,1,1,0,6,49
's,10,1,0,0,32,35
Welspun,2,1,1,0,27,161
Stahl,2,1,1,0,23,1
Rohren,2,1,1,0,80,26
Ltd,2,1,1,0,1,1
(,9,1,0,0,13,17
WSRL,2,1,1,1,1,1
),9,1,0,0,14,18
to,10,1,0,0,7,12
part-finance,1,1,0,0,41,33
its,6,1,0,0,47,29
submerged,3,1,0,0,60,6
arc,2,1,0,0,53,1
welded,1,1,0,0,27,6
pipes,3,1,0,0,172,14
plant,2,1,0,0,76,25
;,9,1,0,0,4,4
the,7,1,0,0,3,3
Indian,3,1,1,0,6,15
company,2,1,0,0,11,79
said,1,1,0,0,12,27
in,5,1,0,0,6,9
a,7,1,0,0,10,16
statement,2,1,0,0,23,25
on,5,1,0,0,16,7
Wednesday,2,1,1,0,27,24
.,9,1,0,0,5,5
