At,5,1,1,0,34,20
the,7,1,0,0,3,3
end,2,1,0,0,92,10
of,5,1,0,0,8,13
the,7,1,0,0,3,3
match,2,1,0,0,20,44
;,9,1,0,0,4,4
Tarango,2,1,1,0,78,109
blew,1,1,0,0,155,73
sarcastic,3,1,0,0,12,71
kisses,2,1,0,0,141,14
to,10,1,0,0,7,12
the,7,1,0,0,3,3
crowd,2,1,0,0,106,1
;,9,1,0,0,4,4
then,4,1,0,0,3,26
jiggled,1,1,0,0,1,6
his,6,1,0,0,51,31
body,2,1,0,0,61,141
to,10,1,0,0,7,12
a,7,1,0,0,10,16
Rios,2,1,1,0,108,143
rooting,1,1,0,0,80,11
section,2,1,0,0,22,7
in,5,1,0,0,6,9
a,7,1,0,0,10,16
jeering,1,1,0,0,176,11
salute,2,1,0,0,12,50
.,9,1,0,0,5,5
