Philadelphia,2,1,1,0,191,49
;,9,1,0,0,4,4
which,7,1,0,0,35,44
fell,1,1,0,0,109,38
from,5,1,0,0,29,54
an,7,1,0,0,9,15
NFC,2,1,1,1,1,1
East,2,1,1,0,119,19
tie,2,1,0,0,107,158
with,5,1,0,0,25,32
the,7,1,0,0,3,3
Dallas,2,1,1,0,87,21
Cowboys,2,1,1,0,11,142
and,10,1,0,0,9,10
Washington,2,1,1,0,26,7
Redskins,2,1,1,0,15,40
;,9,1,0,0,4,4
go,1,1,0,0,71,109
on,5,1,0,0,16,7
the,7,1,0,0,3,3
road,2,1,0,0,80,52
against,5,1,0,0,91,19
the,7,1,0,0,3,3
New,2,1,1,0,36,73
York,2,1,1,0,133,97
Jets,2,1,1,0,176,29
and,10,1,0,0,9,10
then,4,1,0,0,3,26
entertain,1,1,0,0,92,9
Arizona,2,1,1,0,53,85
.,9,1,0,0,5,5
