Gonzalez,2,1,1,0,71,1
;,9,1,0,0,4,4
who,6,1,0,0,35,90
hit,1,1,0,0,51,46
in,5,1,0,0,6,9
21,8,1,0,0,160,160
straight,3,1,0,0,23,81
games,2,1,0,0,98,14
earlier,4,1,0,0,119,8
this,7,1,0,0,3,31
season,2,1,0,0,22,7
;,9,1,0,0,4,4
joined,1,1,0,0,118,6
Mickey,2,1,1,0,33,65
Rivers,2,1,1,0,108,34
as,5,1,0,0,66,21
the,7,1,0,0,3,3
only,3,1,0,0,16,36
players,2,1,0,0,76,34
in,5,1,0,0,6,9
Texas,2,1,1,0,77,21
history,2,1,0,0,51,53
with,5,1,0,0,25,32
two,8,1,0,0,104,99
20-game,3,1,0,0,139,47
streaks,2,1,0,0,23,98
in,5,1,0,0,6,9
the,7,1,0,0,3,3
same,3,1,0,0,12,47
year,2,1,0,0,94,55
.,9,1,0,0,5,5
