With,5,1,1,0,25,32
only,4,1,0,0,16,36
the,7,1,0,0,3,3
group,2,1,0,0,81,68
seven,8,1,0,0,22,26
winners,2,1,0,0,25,34
qualifying,1,1,0,0,126,11
automatically,4,1,0,0,96,36
for,5,1,0,0,18,30
the,7,1,0,0,3,3
1998,8,1,0,0,31,1
finals,2,1,0,0,39,66
in,5,1,0,0,6,9
France,2,1,1,0,29,33
;,9,1,0,0,4,4
Belgium,2,1,1,0,17,127
could,10,1,0,0,11,37
not,4,1,0,0,40,64
afford,1,1,0,0,79,76
a,7,1,0,0,10,16
slip-up,2,1,0,0,163,68
at,5,1,0,0,34,20
home,2,1,0,0,65,47
and,10,1,0,0,9,10
they,6,1,0,0,3,65
frantically,4,1,0,0,29,36
chased,1,1,0,0,42,6
a,7,1,0,0,10,16
decisive,3,1,0,0,28,41
third,3,1,0,0,3,76
goal,2,1,0,0,71,23
.,9,1,0,0,5,5
