Captain,2,1,1,0,38,9
Firmin,2,1,1,0,39,9
Gatera,2,1,1,0,98,121
;,9,1,0,0,4,4
spokesman,2,1,0,0,85,15
for,5,1,0,0,18,30
the,7,1,0,0,3,3
Tutsi-dominated,3,1,1,0,137,6
Rwandan,3,1,1,0,1,15
army,2,1,0,0,53,163
;,9,1,0,0,4,4
told,1,1,0,0,7,37
Reuters,2,1,1,0,15,34
in,5,1,0,0,6,9
Kigali,2,1,1,0,141,167
that,5,1,0,0,3,20
17,8,1,0,0,177,196
of,5,1,0,0,8,13
the,7,1,0,0,3,3
28,8,1,0,0,201,146
refugees,2,1,0,0,15,14
handed,1,1,0,0,19,6
over,5,1,0,0,110,8
on,5,1,0,0,16,7
Friday,2,1,1,0,29,24
from,5,1,0,0,29,54
the,7,1,0,0,3,3
Zairean,3,1,1,0,1,15
town,2,1,0,0,7,96
of,5,1,0,0,8,13
Goma,2,1,1,0,71,1
had,1,1,0,0,19,52
been,1,1,0,0,17,26
soldiers,2,1,0,0,50,34
in,5,1,0,0,6,9
the,7,1,0,0,3,3
former,3,1,0,0,18,8
Hutu,2,1,1,0,150,1
army,2,1,0,0,53,163
which,7,1,0,0,35,44
fled,1,1,0,0,154,6
to,10,1,0,0,7,12
Zaire,2,1,1,0,1,22
in,5,1,0,0,6,9
1994,8,1,0,0,31,1
after,5,1,0,0,79,8
being,1,1,0,0,17,11
defeated,1,1,0,0,28,6
by,5,1,0,0,75,61
Tutsi,2,1,1,0,137,1
forces,1,1,0,0,18,14
in,5,1,0,0,6,9
Rwanda,2,1,1,0,1,118
's,10,1,0,0,32,35
civil,3,1,0,0,146,95
war,2,1,0,0,26,55
.,9,1,0,0,5,5
