Fullback,2,1,1,0,152,82
Andre,2,1,1,0,9,22
Joubert,2,1,1,0,118,67
scored,1,1,0,0,101,6
the,7,1,0,0,3,3
other,3,1,0,0,178,8
;,9,1,0,0,4,4
scorching,1,1,0,0,101,11
in,4,1,0,0,6,9
from,5,1,0,0,29,54
40,8,1,0,0,1,1
metres,2,1,0,0,64,14
at,5,1,0,0,34,20
the,7,1,0,0,3,3
start,2,1,0,0,23,67
of,5,1,0,0,8,13
the,7,1,0,0,3,3
second,3,1,0,0,22,10
half,7,1,0,0,19,133
to,10,1,0,0,7,12
add,1,1,0,0,128,1
to,10,1,0,0,7,12
his,6,1,0,0,51,31
three,8,1,0,0,3,88
long-range,3,1,0,0,59,77
penalties,2,1,0,0,52,14
.,9,1,0,0,5,5
