He,6,1,1,0,30,3
said,1,1,0,0,12,27
the,7,1,0,0,3,3
GDP,2,1,1,1,1,1
growth,2,1,0,0,81,32
was,1,1,0,0,26,21
weak,3,1,0,0,27,195
but,10,1,0,0,58,43
that,5,1,0,0,3,20
this,7,1,0,0,3,31
reflected,1,1,0,0,15,6
the,7,1,0,0,3,3
economy,2,1,0,0,1,163
between,5,1,0,0,17,26
July,2,1,1,0,105,36
and,10,1,0,0,9,10
September,2,1,1,0,22,8
and,10,1,0,0,9,10
did,1,1,0,0,54,27
not,4,1,0,0,40,64
take,1,1,0,0,78,92
into,5,1,0,0,6,12
account,2,1,0,0,112,25
more,4,1,0,0,37,22
recent,3,1,0,0,15,25
data,2,1,0,0,87,108
.,9,1,0,0,5,5
