Led,1,1,1,0,48,6
as,5,1,0,0,66,21
usual,3,1,0,0,185,23
by,5,1,0,0,75,61
Swede,2,1,1,0,167,74
Kennet,2,1,1,0,165,57
Andersson,2,1,1,0,9,7
and,10,1,0,0,9,10
Russian,2,1,1,0,90,15
Igor,2,1,1,0,1,30
Kolyvanov,2,1,1,0,169,1
in,5,1,0,0,6,9
attack,2,1,0,0,34,82
;,9,1,0,0,4,4
Bologna,2,1,1,0,61,85
can,10,1,0,0,38,15
expect,1,1,0,0,89,100
a,7,1,0,0,10,16
tough,3,1,0,0,7,113
home,2,1,0,0,65,47
match,2,1,0,0,20,44
against,5,1,0,0,91,19
a,7,1,0,0,10,16
Piacenza,2,1,1,0,172,1
side,2,1,0,0,73,74
still,4,1,0,0,23,38
exultant,3,1,0,0,89,25
after,5,1,0,0,79,8
a,7,1,0,0,10,16
3-2,3,1,0,0,1,154
league,2,1,0,0,48,86
win,1,1,0,0,25,9
over,10,1,0,0,110,8
AC,2,1,1,1,112,1
Milan,2,1,1,0,33,15
last,3,1,0,0,57,19
Sunday,2,1,1,0,60,24
.,9,1,0,0,5,5
