Looming,1,1,1,0,59,11
in,5,1,0,0,6,9
Sampras,2,1,1,0,12,21
's,10,1,0,0,32,35
future,3,1,0,0,152,22
is,1,1,0,0,56,31
a,7,1,0,0,10,16
likely,3,1,0,0,86,36
third-round,3,1,0,0,3,10
date,2,1,0,0,87,50
with,5,1,0,0,25,32
recent,3,1,0,0,15,25
nemesis,2,1,0,0,36,31
Mark,2,1,1,0,20,97
Philippoussis,2,1,1,0,191,31
;,9,1,0,0,4,4
the,7,1,0,0,3,3
rising,1,1,0,0,108,11
Australian,3,1,1,0,96,15
who,6,1,0,0,35,90
took,1,1,0,0,7,188
out,10,1,0,0,100,43
Sampras,2,1,1,0,12,21
in,5,1,0,0,6,9
the,7,1,0,0,3,3
third,3,1,0,0,3,76
round,2,1,0,0,80,10
of,5,1,0,0,8,13
the,7,1,0,0,3,3
Australian,2,1,1,0,96,15
Open,2,1,1,0,117,26
in,5,1,0,0,6,9
January,2,1,1,0,114,53
.,9,1,0,0,5,5
