A,7,1,1,1,10,16
trader,2,1,0,0,67,8
at,5,1,0,0,34,20
a,7,1,0,0,10,16
Japanese,3,1,1,0,114,48
bank,2,1,0,0,46,119
said,1,1,0,0,12,27
Euromark,2,1,1,0,175,97
volatility,2,1,0,0,171,59
now,4,1,0,0,40,91
stood,1,1,0,0,23,157
at,5,1,0,0,34,20
14.00,8,1,0,0,151,62
for,5,1,0,0,18,30
September,2,1,1,0,22,8
contract,2,1,0,0,11,100
;,9,1,0,0,4,4
16.75,8,1,0,0,162,199
for,5,1,0,0,18,30
December,2,1,1,0,28,8
;,9,1,0,0,4,4
19.50,8,1,0,0,31,164
for,5,1,0,0,18,30
March,2,1,1,0,20,44
and,10,1,0,0,9,10
21.25,8,1,0,0,160,139
for,5,1,0,0,18,30
June,2,1,1,0,105,51
.,9,1,0,0,5,5
