World,2,1,1,0,49,37
number,2,1,0,0,199,8
two,8,1,0,0,104,99
Rodney,2,1,1,0,80,65
Eyles,2,1,1,0,1,14
moved,1,1,0,0,37,6
within,5,1,0,0,25,9
sight,2,1,0,0,73,81
of,5,1,0,0,8,13
his,6,1,0,0,51,31
fifth,3,1,0,0,39,32
title,2,1,0,0,107,39
of,5,1,0,0,8,13
the,7,1,0,0,3,3
year,2,1,0,0,94,55
on,5,1,0,0,16,7
Friday,2,1,1,0,29,24
when,4,1,0,0,35,26
he,6,1,0,0,30,3
hurried,1,1,0,0,150,6
in,5,1,0,0,6,9
only,4,1,0,0,16,36
40,8,1,0,0,1,1
minutes,2,1,0,0,33,14
to,10,1,0,0,7,12
the,7,1,0,0,3,3
final,3,1,0,0,39,23
of,5,1,0,0,8,13
the,7,1,0,0,3,3
richest,3,1,0,0,108,19
squash,2,1,0,0,1,83
tournament,2,1,0,0,7,25
outside,5,1,0,0,100,74
the,7,1,0,0,3,3
World,2,1,1,0,49,37
Open,2,1,1,0,117,26
;,9,1,0,0,4,4
the,7,1,0,0,3,3
$,9,1,0,0,129,105
105;000,8,1,0,0,93,62
Mahindra,2,1,1,0,20,121
International,2,1,1,0,6,23
.,9,1,0,0,5,5
