Midfielder,2,1,1,0,33,8
Paulo,2,1,1,0,41,201
Sousa,2,1,1,0,50,1
;,9,1,0,0,4,4
recently,4,1,0,0,15,36
transferred,1,1,0,0,67,6
to,10,1,0,0,7,12
Borussia,2,1,1,0,61,49
Dortmund,2,1,1,0,83,10
from,5,1,0,0,29,54
Italy,2,1,1,0,47,36
's,10,1,0,0,32,35
Juventus,2,1,1,0,105,94
;,9,1,0,0,4,4
is,1,1,0,0,56,31
the,7,1,0,0,3,3
only,3,1,0,0,16,36
leading,1,1,0,0,48,11
member,2,1,0,0,64,8
of,5,1,0,0,8,13
the,7,1,0,0,3,3
Portuguese,2,1,1,0,43,48
side,2,1,0,0,73,74
from,5,1,0,0,29,54
this,7,1,0,0,3,31
year,2,1,0,0,94,55
's,10,1,0,0,32,35
European,3,1,1,0,175,15
championships,2,1,0,0,42,130
who,6,1,0,0,35,90
will,10,1,0,0,25,38
not,4,1,0,0,40,64
make,1,1,0,0,20,92
the,7,1,0,0,3,3
trip,2,1,0,0,67,151
.,9,1,0,0,5,5
