Roger,2,1,1,0,80,8
Pavlik,2,1,1,0,41,1
(,9,1,0,0,13,17
15-7,8,1,0,0,125,1
),9,1,0,0,14,18
gave,1,1,0,0,98,41
up,10,1,0,0,131,68
three,8,1,0,0,3,88
runs,2,1,0,0,90,40
and,10,1,0,0,9,10
seven,8,1,0,0,22,26
hits,2,1,0,0,51,29
in,5,1,0,0,6,9
6,8,1,0,0,123,103
1/3,8,1,0,0,1,1
innings,2,1,0,0,6,104
and,10,1,0,0,9,10
became,1,1,0,0,17,47
the,7,1,0,0,3,3
fourth,3,1,0,0,18,32
15-game,3,1,0,0,125,47
winner,2,1,0,0,25,8
in,5,1,0,0,6,9
the,7,1,0,0,3,3
American,2,1,1,0,138,15
League,2,1,1,0,48,86
.,9,1,0,0,5,5
