The,7,1,1,0,3,3
Parisians,2,1,1,0,41,40
;,9,1,0,0,4,4
who,6,1,0,0,35,90
have,1,1,0,0,19,41
yet,4,1,0,0,94,57
to,10,1,0,0,7,12
concede,1,1,0,0,11,74
a,7,1,0,0,10,16
goal,2,1,0,0,71,23
;,9,1,0,0,4,4
were,1,1,0,0,27,22
without,5,1,0,0,25,43
Brazil,2,1,1,0,68,95
's,10,1,0,0,32,35
Leonardo,2,1,1,0,48,136
and,10,1,0,0,9,10
Panama,2,1,1,0,41,1
's,10,1,0,0,32,35
Julio,2,1,1,0,105,184
Cesar,2,1,1,0,122,55
Dely,2,1,1,0,28,36
Valdes,2,1,1,0,164,14
;,9,1,0,0,4,4
both,7,1,0,0,61,32
called,1,1,0,0,38,6
up,10,1,0,0,131,68
by,5,1,0,0,75,61
their,6,1,0,0,3,84
national,3,1,0,0,102,23
sides,2,1,0,0,73,14
.,9,1,0,0,5,5
