The,7,1,1,0,3,3
group,2,1,0,0,81,68
began,1,1,0,0,17,15
the,7,1,0,0,3,3
U.S.,2,1,1,0,111,87
tour,2,1,0,0,7,101
;,9,1,0,0,4,4
which,7,1,0,0,35,44
is,1,1,0,0,56,31
scheduled,1,1,0,0,101,6
to,10,1,0,0,7,12
last,1,1,0,0,57,19
until,5,1,0,0,70,95
September,2,1,1,0,22,8
18,8,1,0,0,181,1
;,9,1,0,0,4,4
with,5,1,0,0,25,32
a,7,1,0,0,10,16
concert,2,1,0,0,11,67
in,5,1,0,0,6,9
Chicago,2,1,1,0,42,109
on,5,1,0,0,16,7
Tuesday,2,1,1,0,137,24
at,5,1,0,0,34,20
which,7,1,0,0,35,44
Noel,2,1,1,0,40,80
Gallagher,2,1,1,0,98,8
filled,1,1,0,0,39,6
in,10,1,0,0,6,9
for,5,1,0,0,18,30
his,6,1,0,0,51,31
brother,2,1,0,0,68,8
as,5,1,0,0,66,21
lead,2,1,0,0,48,52
singer,2,1,0,0,73,8
.,9,1,0,0,5,5
